id_casa|url|precos|enderecos_apartamentos|metragems|quartos|banheiros|garagens|tipo_imovel|bairro|preco_por_metro
1038020224|https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-seixas-bairros-ribeirao-preto-com-garagem-200m2-venda-RS770000-id-1038020224/|770000.00|Vila Seixas, Ribeirão Preto - SP|200|3|5|3|apartamento|Vila Seixas|3850.00
2215745717|https://www.vivareal.com.br/imovel/casa-2-quartos-parque-dos-servidores-bairros-ribeirao-preto-com-garagem-106m2-venda-RS280000-id-2215745717/|280000.00|Parque dos Servidores, Ribeirão Preto - SP|106|2|1|1|casa|Parque Dos Servidores|2641.51
2433953579|https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-ribeirao-preto-com-garagem-260m2-venda-RS1200000-id-2433953579/|1200000.00|Centro, Ribeirão Preto - SP|260|2|4|2|apartamento|Centro|4615.38
2435752104|https://www.vivareal.com.br/imovel/apartamento-2-quartos-reserva-sul-condominio-resort-bairros-ribeirao-preto-com-garagem-47m2-venda-RS205000-id-2435752104/|205000.00|Reserva Sul Condomínio Resort, Ribeirão Preto - SP|47|2|1|1|apartamento|Reserva Sul Condomínio Resort|4361.70
2435752945|https://www.vivareal.com.br/imovel/apartamento-2-quartos-ribeirania-bairros-ribeirao-preto-com-garagem-48m2-venda-RS180000-id-2435752945/|180000.00|Ribeirânia, Ribeirão Preto - SP|48|2|1|1|apartamento|Ribeirânia|3750.00
2435754413|https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-sumare-bairros-ribeirao-preto-com-garagem-116m2-venda-RS420000-id-2435754413/|420000.00|Jardim Sumare, Ribeirão Preto - SP|116|3|3|1|apartamento|Jardim Sumare|3620.69
2435754896|https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoinha-bairros-ribeirao-preto-com-garagem-94m2-venda-RS280000-id-2435754896/|280000.00|Lagoinha, Ribeirão Preto - SP|94|2|2|1|apartamento|Lagoinha|2978.72
2435756042|https://www.vivareal.com.br/imovel/apartamento-2-quartos-sumarezinho-bairros-ribeirao-preto-com-garagem-48m2-venda-RS223000-id-2435756042/|223000.00|Sumarezinho, Ribeirão Preto - SP|48|2|1|1|apartamento|Sumarezinho|4645.83
2435756497|https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-das-americas-bairros-ribeirao-preto-com-garagem-47m2-venda-RS138000-id-2435756497/|138000.00|Residencial das Americas, Ribeirão Preto - SP|47|2|1|1|apartamento|Residencial Das Americas|2936.17
2435756781|https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-republica-bairros-ribeirao-preto-com-garagem-82m2-venda-RS350000-id-2435756781/|350000.00|Jardim Republica, Ribeirão Preto - SP|82|3|1|2|apartamento|Jardim Republica|4268.29
2443567579|https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-jequitiba-bairros-ribeirao-preto-com-garagem-48m2-venda-RS210000-id-2443567579/|210000.00|Residencial Jequitiba, Ribeirão Preto - SP|48|2|1|1|apartamento|Residencial Jequitiba|4375.00
2449103833|https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-iraja-bairros-ribeirao-preto-com-garagem-94m2-venda-RS530000-id-2449103833/|530000.00|Jardim Irajá, Ribeirão Preto - SP|94|3|3|2|apartamento|Jardim Irajá|5638.30
2449104639|https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-paulista-bairros-ribeirao-preto-com-garagem-82m2-venda-RS445000-id-2449104639/|445000.00|Jardim Paulista, Ribeirão Preto - SP|82|2|2|2|apartamento|Jardim Paulista|5426.83
2449105677|https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoinha-bairros-ribeirao-preto-com-garagem-54m2-venda-RS254000-id-2449105677/|254000.00|Lagoinha, Ribeirão Preto - SP|54|2|1|2|apartamento|Lagoinha|4703.70
2451718749|https://www.vivareal.com.br/imovel/casa-4-quartos-jardim-mosteiro-bairros-ribeirao-preto-com-garagem-270m2-venda-RS1050000-id-2451718749/|1050000.00|Jardim Mosteiro, Ribeirão Preto - SP|270|4|3|4|casa|Jardim Mosteiro|3888.89
2451724643|https://www.vivareal.com.br/imovel/casa-3-quartos-jardim-santa-luzia-bairros-ribeirao-preto-com-garagem-300m2-venda-RS550000-id-2451724643/|550000.00|Jardim Santa Luzia, Ribeirão Preto - SP|300|3|6|4|casa|Jardim Santa Luzia|1833.33
2451793861|https://www.vivareal.com.br/imovel/casa-3-quartos-campos-eliseos-bairros-ribeirao-preto-com-garagem-80m2-venda-RS345000-id-2451793861/|345000.00|Campos Eliseos, Ribeirão Preto - SP|80|3|1|1|casa|Campos Eliseos|4312.50
2451942552|https://www.vivareal.com.br/imovel/casa-3-quartos-campos-eliseos-bairros-ribeirao-preto-com-garagem-100m2-venda-RS330000-id-2451942552/|330000.00|Campos Eliseos, Ribeirão Preto - SP|100|3|2|2|casa|Campos Eliseos|3300.00
2451942561|https://www.vivareal.com.br/imovel/casa-3-quartos-parque-dos-bandeirantes-bairros-ribeirao-preto-com-garagem-180m2-venda-RS550000-id-2451942561/|550000.00|Parque dos Bandeirantes, Ribeirão Preto - SP|180|3|3|3|casa|Parque Dos Bandeirantes|3055.56
2451945422|https://www.vivareal.com.br/imovel/casa-3-quartos-parque-residencial-candido-portinari-bairros-ribeirao-preto-com-garagem-162m2-venda-RS440000-id-2451945422/|440000.00|Parque Residencial Cândido Portinari, Ribeirão Preto - SP|162|3|2|2|casa|Parque Residencial Cândido Portinari|2716.05
2451945872|https://www.vivareal.com.br/imovel/casa-2-quartos-campos-eliseos-bairros-ribeirao-preto-com-garagem-100m2-venda-RS330000-id-2451945872/|330000.00|Campos Eliseos, Ribeirão Preto - SP|100|2|2|1|casa|Campos Eliseos|3300.00
2451946409|https://www.vivareal.com.br/imovel/casa-4-quartos-ipiranga-bairros-ribeirao-preto-com-garagem-250m2-venda-RS750000-id-2451946409/|750000.00|Ipiranga, Ribeirão Preto - SP|250|4|1|4|casa|Ipiranga|3000.00
2451946445|https://www.vivareal.com.br/imovel/casa-2-quartos-ipiranga-bairros-ribeirao-preto-com-garagem-135m2-venda-RS243000-id-2451946445/|243000.00|Ipiranga, Ribeirão Preto - SP|135|2|1|2|casa|Ipiranga|1800.00
2451947299|https://www.vivareal.com.br/imovel/casa-4-quartos-jardim-roberto-benedetti-bairros-ribeirao-preto-com-garagem-250m2-venda-RS685000-id-2451947299/|685000.00|Jardim Roberto Benedetti, Ribeirão Preto - SP|250|4|3|2|casa|Jardim Roberto Benedetti|2740.00
2451947588|https://www.vivareal.com.br/imovel/casa-4-quartos-parque-dos-bandeirantes-bairros-ribeirao-preto-com-garagem-180m2-venda-RS550000-id-2451947588/|550000.00|Parque dos Bandeirantes, Ribeirão Preto - SP|180|4|3|3|casa|Parque Dos Bandeirantes|3055.56
2453140656|https://www.vivareal.com.br/imovel/apartamento-2-quartos-sumarezinho-bairros-ribeirao-preto-com-garagem-49m2-venda-RS169000-id-2453140656/|169000.00|Sumarezinho, Ribeirão Preto - SP|49|2|1|1|apartamento|Sumarezinho|3448.98
2453295986|https://www.vivareal.com.br/imovel/casa-2-quartos-adao-do-carmo-leonel-bairros-ribeirao-preto-com-garagem-80m2-venda-RS290000-id-2453295986/|290000.00|Adão do Carmo Leonel, Ribeirão Preto - SP|80|2|2|4|casa|Adão Do Carmo Leonel|3625.00
2459178120|https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-paulista-bairros-ribeirao-preto-com-garagem-82m2-venda-RS420000-id-2459178120/|420000.00|Jardim Paulista, Ribeirão Preto - SP|82|2|2|2|apartamento|Jardim Paulista|5121.95
2472573878|https://www.vivareal.com.br/imovel/casa-4-quartos-vila-monte-alegre-bairros-ribeirao-preto-com-garagem-328m2-venda-RS690000-id-2472573878/|690000.00|Vila Monte Alegre, Ribeirão Preto - SP|328|4|2|4|casa|Vila Monte Alegre|2103.66
2472735097|https://www.vivareal.com.br/imovel/casa-3-quartos-jardim-jandaia-bairros-ribeirao-preto-com-garagem-140m2-venda-RS280000-id-2472735097/|280000.00|Jardim Jandaia, Ribeirão Preto - SP|140|3|3|2|casa|Jardim Jandaia|2000.00
2473795640|https://www.vivareal.com.br/imovel/apartamento-3-quartos-bosque-das-juritis-bairros-ribeirao-preto-com-garagem-108m2-venda-RS830000-id-2473795640/|830000.00|Bosque das Juritis, Ribeirão Preto - SP|108|3|3|2|apartamento|Bosque Das Juritis|7685.19
2475752035|https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-dos-lagos-bairros-ribeirao-preto-com-garagem-42m2-venda-RS140000-id-2475752035/|140000.00|Parque dos Lagos, Ribeirão Preto - SP|42|2|1|1|apartamento|Parque Dos Lagos|3333.33
2476956400|https://www.vivareal.com.br/imovel/casa-3-quartos-city-ribeirao-bairros-ribeirao-preto-com-garagem-352m2-venda-RS1200000-id-2476956400/|1200000.00|City Ribeirão, Ribeirão Preto - SP|352|3|6|5|casa|City Ribeirão|3409.09
2481318299|https://www.vivareal.com.br/imovel/casa-3-quartos-sumarezinho-bairros-ribeirao-preto-com-garagem-171m2-venda-RS479000-id-2481318299/|479000.00|Sumarezinho, Ribeirão Preto - SP|171|3|2|2|casa|Sumarezinho|2801.17
2485063734|https://www.vivareal.com.br/imovel/casa-3-quartos-jardim-paulista-bairros-ribeirao-preto-com-garagem-209m2-venda-RS550000-id-2485063734/|550000.00|Jardim Paulista, Ribeirão Preto - SP|209|3|4|5|casa|Jardim Paulista|2631.58
2497608624|https://www.vivareal.com.br/imovel/apartamento-4-quartos-ribeirania-bairros-ribeirao-preto-com-garagem-278m2-venda-RS1695000-id-2497608624/|1695000.00|Ribeirânia, Ribeirão Preto - SP|278|4|4|4|apartamento|Ribeirânia|6097.12
2498655721|https://www.vivareal.com.br/imovel/casa-3-quartos-alto-da-boa-vista-bairros-ribeirao-preto-com-garagem-230m2-venda-RS650000-id-2498655721/|650000.00|Alto da Boa Vista, Ribeirão Preto - SP|230|3|2|4|casa|Alto Da Boa Vista|2826.09
2499191428|https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoinha-bairros-ribeirao-preto-com-garagem-58m2-venda-RS268000-id-2499191428/|268000.00|Lagoinha, Ribeirão Preto - SP|58|2|1|1|apartamento|Lagoinha|4620.69
2500969394|https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-ribeirao-preto-com-garagem-133m2-venda-RS450000-id-2500969394/|450000.00|Centro, Ribeirão Preto - SP|133|3|1|1|apartamento|Centro|3383.46
2502242488|https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-paulistano-bairros-ribeirao-preto-com-garagem-72m2-venda-RS318000-id-2502242488/|318000.00|Jardim Paulistano, Ribeirão Preto - SP|72|3|2|1|apartamento|Jardim Paulistano|4416.67
2506991907|https://www.vivareal.com.br/imovel/casa-3-quartos-campos-eliseos-bairros-ribeirao-preto-com-garagem-82m2-venda-RS265000-id-2506991907/|265000.00|Campos Eliseos, Ribeirão Preto - SP|82|3|3|1|casa|Campos Eliseos|3231.71
2506992555|https://www.vivareal.com.br/imovel/casa-4-quartos-alto-da-boa-vista-bairros-ribeirao-preto-com-garagem-475m2-venda-RS1600000-id-2506992555/|1600000.00|Alto da Boa Vista, Ribeirão Preto - SP|475|4|7|4|casa|Alto Da Boa Vista|3368.42
2506992562|https://www.vivareal.com.br/imovel/casa-3-quartos-vila-virginia-bairros-ribeirao-preto-com-garagem-120m2-venda-RS550000-id-2506992562/|550000.00|VILA VIRGINIA, Ribeirão Preto - SP|120|3|2|5|casa|Vila Virginia|4583.33
2506992663|https://www.vivareal.com.br/imovel/casa-4-quartos-parque-das-figueiras-bairros-ribeirao-preto-com-garagem-139m2-venda-RS480000-id-2506992663/|480000.00|Parque das Figueiras, Ribeirão Preto - SP|139|4|4|3|casa|Parque Das Figueiras|3453.24
2506992846|https://www.vivareal.com.br/imovel/apartamento-2-quartos-campos-eliseos-bairros-ribeirao-preto-com-garagem-40m2-venda-RS212000-id-2506992846/|212000.00|Campos Eliseos, Ribeirão Preto - SP|40|2|1|1|apartamento|Campos Eliseos|5300.00
2506993259|https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-e-comercial-palmares-bairros-ribeirao-preto-com-garagem-56m2-venda-RS260000-id-2506993259/|260000.00|Residencial e Comercial Palmares, Ribeirão Preto - SP|56|2|2|1|apartamento|Residencial E Comercial Palmares|4642.86
2506993419|https://www.vivareal.com.br/imovel/apartamento-2-quartos-campos-eliseos-bairros-ribeirao-preto-com-garagem-46m2-venda-RS185000-id-2506993419/|185000.00|Campos Eliseos, Ribeirão Preto - SP|46|2|1|1|apartamento|Campos Eliseos|4021.74
2506993762|https://www.vivareal.com.br/imovel/casa-3-quartos-residencial-florida-bairros-ribeirao-preto-com-garagem-150m2-venda-RS636000-id-2506993762/|636000.00|Residencial Flórida, Ribeirão Preto - SP|150|3|3|8|casa|Residencial Flórida|4240.00
2506994934|https://www.vivareal.com.br/imovel/apartamento-2-quartos-ribeirao-verde-bairros-ribeirao-preto-com-garagem-42m2-venda-RS150000-id-2506994934/|150000.00|Ribeirao Verde, Ribeirão Preto - SP|42|2|1|1|apartamento|Ribeirao Verde|3571.43
2506994942|https://www.vivareal.com.br/imovel/apartamento-9-quartos-parque-industrial-lagoinha-bairros-ribeirao-preto-com-garagem-360m2-venda-RS1550000-id-2506994942/|1550000.00|Parque Industrial Lagoinha, Ribeirão Preto - SP|360|9|9|9|apartamento|Parque Industrial Lagoinha|4305.56
2506995366|https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-republica-bairros-ribeirao-preto-com-garagem-57m2-venda-RS210000-id-2506995366/|210000.00|Jardim Republica, Ribeirão Preto - SP|57|2|1|1|apartamento|Jardim Republica|3684.21
2506995396|https://www.vivareal.com.br/imovel/casa-2-quartos-jardim-paulista-bairros-ribeirao-preto-com-garagem-508m2-venda-RS650000-id-2506995396/|650000.00|Jardim Paulista, Ribeirão Preto - SP|508|2|1|4|casa|Jardim Paulista|1279.53
2506995469|https://www.vivareal.com.br/imovel/casa-3-quartos-planalto-verde-i-bairros-ribeirao-preto-com-garagem-286m2-venda-RS583000-id-2506995469/|583000.00|Planalto Verde I, Ribeirão Preto - SP|286|3|4|3|casa|Planalto Verde I|2038.46
2506995678|https://www.vivareal.com.br/imovel/casa-3-quartos-jardim-diva-tarla-de-carvalho-bairros-ribeirao-preto-com-garagem-90m2-venda-RS370000-id-2506995678/|370000.00|Jardim Diva Tarla de Carvalho, Ribeirão Preto - SP|90|3|2|4|casa|Jardim Diva Tarla De Carvalho|4111.11
2506995715|https://www.vivareal.com.br/imovel/apartamento-2-quartos-reserva-sul-condominio-resort-bairros-ribeirao-preto-com-garagem-56m2-venda-RS205000-id-2506995715/|205000.00|Reserva Sul Condomínio Resort, Ribeirão Preto - SP|56|2|1|1|apartamento|Reserva Sul Condomínio Resort|3660.71
2506995716|https://www.vivareal.com.br/imovel/casa-4-quartos-jardim-maria-das-gracas-bairros-ribeirao-preto-com-garagem-56m2-venda-RS250000-id-2506995716/|250000.00|Jardim Maria das Graças, Ribeirão Preto - SP|56|4|2|6|casa|Jardim Maria Das Graças|4464.29
2506995934|https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-e-comercial-palmares-bairros-ribeirao-preto-com-garagem-77m2-venda-RS220000-id-2506995934/|220000.00|Residencial e Comercial Palmares, Ribeirão Preto - SP|77|2|2|1|apartamento|Residencial E Comercial Palmares|2857.14
2506995949|https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-itapora-bairros-ribeirao-preto-com-garagem-55m2-venda-RS192000-id-2506995949/|192000.00|Jardim Itapora, Ribeirão Preto - SP|55|2|2|1|apartamento|Jardim Itapora|3490.91
2506996247|https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-tiberio-bairros-ribeirao-preto-com-garagem-55m2-venda-RS179000-id-2506996247/|179000.00|Vila Tibério, Ribeirão Preto - SP|55|2|1|1|apartamento|Vila Tibério|3254.55
2506996610|https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-castelo-branco-bairros-ribeirao-preto-com-garagem-69m2-venda-RS290000-id-2506996610/|290000.00|Jardim Castelo Branco, Ribeirão Preto - SP|69|3|2|1|apartamento|Jardim Castelo Branco|4202.90
2506996742|https://www.vivareal.com.br/imovel/casa-3-quartos-parque-residencial-candido-portinari-bairros-ribeirao-preto-com-garagem-103m2-venda-RS415000-id-2506996742/|415000.00|Parque Residencial Cândido Portinari, Ribeirão Preto - SP|103|3|3|8|casa|Parque Residencial Cândido Portinari|4029.13
2506996803|https://www.vivareal.com.br/imovel/casa-3-quartos-parque-sao-sebastiao-bairros-ribeirao-preto-com-garagem-106m2-venda-RS390000-id-2506996803/|390000.00|Parque São Sebastião, Ribeirão Preto - SP|106|3|2|3|casa|Parque São Sebastião|3679.25
2506996870|https://www.vivareal.com.br/imovel/casa-3-quartos-campos-eliseos-bairros-ribeirao-preto-com-garagem-147m2-venda-RS318000-id-2506996870/|318000.00|Campos Eliseos, Ribeirão Preto - SP|147|3|3|3|casa|Campos Eliseos|2163.27
2506996926|https://www.vivareal.com.br/imovel/apartamento-2-quartos-city-ribeirao-bairros-ribeirao-preto-com-garagem-47m2-venda-RS240000-id-2506996926/|240000.00|City Ribeirão, Ribeirão Preto - SP|47|2|1|1|apartamento|City Ribeirão|5106.38
2506996932|https://www.vivareal.com.br/imovel/casa-4-quartos-alto-da-boa-vista-bairros-ribeirao-preto-com-garagem-241m2-venda-RS800000-id-2506996932/|800000.00|Alto da Boa Vista, Ribeirão Preto - SP|241|4|4|3|casa|Alto Da Boa Vista|3319.50
2506996954|https://www.vivareal.com.br/imovel/casa-3-quartos-jardim-jandaia-bairros-ribeirao-preto-com-garagem-199m2-venda-RS255000-id-2506996954/|255000.00|Jardim Jandaia, Ribeirão Preto - SP|199|3|2|1|casa|Jardim Jandaia|1281.41
2506996967|https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-sao-sebastiao-bairros-ribeirao-preto-com-garagem-46m2-venda-RS150000-id-2506996967/|150000.00|Parque São Sebastião, Ribeirão Preto - SP|46|2|1|1|apartamento|Parque São Sebastião|3260.87
2506997015|https://www.vivareal.com.br/imovel/casa-3-quartos-recreio-anhanguera-bairros-ribeirao-preto-com-garagem-151m2-venda-RS800000-id-2506997015/|800000.00|Recreio Anhangüera, Ribeirão Preto - SP|151|3|3|3|casa|Recreio Anhangüera|5298.01
2506997072|https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-iraja-bairros-ribeirao-preto-com-garagem-86m2-venda-RS280000-id-2506997072/|280000.00|Jardim Irajá, Ribeirão Preto - SP|86|2|1|1|apartamento|Jardim Irajá|3255.81
2506997090|https://www.vivareal.com.br/imovel/casa-3-quartos-adelino-simioni-bairros-ribeirao-preto-com-garagem-128m2-venda-RS280000-id-2506997090/|280000.00|Adelino Simioni, Ribeirão Preto - SP|128|3|3|4|casa|Adelino Simioni|2187.50
2506997092|https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-ribeirao-preto-com-garagem-167m2-venda-RS470000-id-2506997092/|470000.00|Centro, Ribeirão Preto - SP|167|3|3|1|apartamento|Centro|2814.37
2506997298|https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-palma-travassos-bairros-ribeirao-preto-com-garagem-65m2-venda-RS235000-id-2506997298/|235000.00|Jardim Palma Travassos, Ribeirão Preto - SP|65|2|2|1|apartamento|Jardim Palma Travassos|3615.38
2506997305|https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-e-comercial-palmares-bairros-ribeirao-preto-com-garagem-62m2-venda-RS200000-id-2506997305/|200000.00|Residencial e Comercial Palmares, Ribeirão Preto - SP|62|2|2|1|apartamento|Residencial E Comercial Palmares|3225.81
2506997395|https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-ribeirao-preto-com-garagem-160m2-venda-RS390000-id-2506997395/|390000.00|Centro, Ribeirão Preto - SP|160|3|4|1|apartamento|Centro|2437.50
2506997411|https://www.vivareal.com.br/imovel/casa-4-quartos-residencial-florida-bairros-ribeirao-preto-com-garagem-278m2-venda-RS850000-id-2506997411/|850000.00|Residencial Flórida, Ribeirão Preto - SP|278|4|4|3|casa|Residencial Flórida|3057.55
2506997440|https://www.vivareal.com.br/imovel/casa-2-quartos-parque-dos-pinus-bairros-ribeirao-preto-com-garagem-125m2-venda-RS380000-id-2506997440/|380000.00|Parque dos Pinus, Ribeirão Preto - SP|125|2|1|3|casa|Parque Dos Pinus|3040.00
2506997532|https://www.vivareal.com.br/imovel/casa-3-quartos-jardim-ouro-branco-bairros-ribeirao-preto-com-garagem-76m2-venda-RS510000-id-2506997532/|510000.00|Jardim Ouro Branco, Ribeirão Preto - SP|76|3|2|2|casa|Jardim Ouro Branco|6710.53
2506997554|https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-dos-bandeirantes-bairros-ribeirao-preto-com-garagem-118m2-venda-RS372000-id-2506997554/|372000.00|Parque dos Bandeirantes, Ribeirão Preto - SP|118|3|2|1|apartamento|Parque Dos Bandeirantes|3152.54
2506997575|https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-botanico-bairros-ribeirao-preto-com-garagem-64m2-venda-RS555314-id-2506997575/|555314.00|Jardim Botânico, Ribeirão Preto - SP|64|2|1|2|apartamento|Jardim Botânico|8676.78
2506997620|https://www.vivareal.com.br/imovel/casa-3-quartos-campos-eliseos-bairros-ribeirao-preto-com-garagem-151m2-venda-RS390000-id-2506997620/|390000.00|Campos Eliseos, Ribeirão Preto - SP|151|3|4|3|casa|Campos Eliseos|2582.78
2506997628|https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-maria-luiza-bairros-ribeirao-preto-com-garagem-65m2-venda-RS265000-id-2506997628/|265000.00|Vila Maria Luiza, Ribeirão Preto - SP|65|2|2|1|apartamento|Vila Maria Luiza|4076.92
2506997645|https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-e-comercial-palmares-bairros-ribeirao-preto-com-garagem-67m2-venda-RS296000-id-2506997645/|296000.00|Residencial e Comercial Palmares, Ribeirão Preto - SP|67|2|2|1|apartamento|Residencial E Comercial Palmares|4417.91
2506997854|https://www.vivareal.com.br/imovel/casa-2-quartos-jardim-florestan-fernandes-bairros-ribeirao-preto-com-garagem-74m2-venda-RS260000-id-2506997854/|260000.00|Jardim Florestan Fernandes, Ribeirão Preto - SP|74|2|1|2|casa|Jardim Florestan Fernandes|3513.51
2506997864|https://www.vivareal.com.br/imovel/casa-4-quartos-parque-ribeirao-preto-bairros-ribeirao-preto-com-garagem-200m2-venda-RS265000-id-2506997864/|265000.00|Parque Ribeirão Preto, Ribeirão Preto - SP|200|4|2|4|casa|Parque Ribeirão Preto|1325.00
2506997873|https://www.vivareal.com.br/imovel/casa-2-quartos-vila-tiberio-bairros-ribeirao-preto-com-garagem-104m2-venda-RS320000-id-2506997873/|320000.00|Vila Tibério, Ribeirão Preto - SP|104|2|1|1|casa|Vila Tibério|3076.92
2506998091|https://www.vivareal.com.br/imovel/casa-3-quartos-parque-residencial-emir-garcia-bairros-ribeirao-preto-com-garagem-128m2-venda-RS430000-id-2506998091/|430000.00|Parque Residencial Emir Garcia, Ribeirão Preto - SP|128|3|3|2|casa|Parque Residencial Emir Garcia|3359.38
2506998155|https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sumare-bairros-ribeirao-preto-com-garagem-67m2-venda-RS607000-id-2506998155/|607000.00|Jardim Sumare, Ribeirão Preto - SP|67|2|2|2|apartamento|Jardim Sumare|9059.70
2506998202|https://www.vivareal.com.br/imovel/casa-4-quartos-parque-residencial-candido-portinari-bairros-ribeirao-preto-com-garagem-192m2-venda-RS430000-id-2506998202/|430000.00|Parque Residencial Cândido Portinari, Ribeirão Preto - SP|192|4|3|2|casa|Parque Residencial Cândido Portinari|2239.58
2506998280|https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-iraja-bairros-ribeirao-preto-com-garagem-131m2-venda-RS742000-id-2506998280/|742000.00|Jardim Irajá, Ribeirão Preto - SP|131|3|4|2|apartamento|Jardim Irajá|5664.12
2506998311|https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-iraja-bairros-ribeirao-preto-com-garagem-122m2-venda-RS640000-id-2506998311/|640000.00|Jardim Irajá, Ribeirão Preto - SP|122|3|2|2|apartamento|Jardim Irajá|5245.90
2506998359|https://www.vivareal.com.br/imovel/casa-3-quartos-jardim-antartica-bairros-ribeirao-preto-com-garagem-110m2-venda-RS280000-id-2506998359/|280000.00|Jardim Antartica, Ribeirão Preto - SP|110|3|1|1|casa|Jardim Antartica|2545.45
2506998390|https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-ribeirao-preto-com-garagem-35m2-venda-RS140000-id-2506998390/|140000.00|Centro, Ribeirão Preto - SP|35|1|1|1|apartamento|Centro|4000.00
2506998506|https://www.vivareal.com.br/imovel/casa-3-quartos-parque-dos-bandeirantes-bairros-ribeirao-preto-com-garagem-329m2-venda-RS850000-id-2506998506/|850000.00|Parque dos Bandeirantes, Ribeirão Preto - SP|329|3|6|4|casa|Parque Dos Bandeirantes|2583.59
2506998676|https://www.vivareal.com.br/imovel/casa-5-quartos-jardim-progresso-bairros-ribeirao-preto-com-garagem-62m2-venda-RS180000-id-2506998676/|180000.00|Jardim Progresso, Ribeirão Preto - SP|62|5|2|1|casa|Jardim Progresso|2903.23
2506998796|https://www.vivareal.com.br/imovel/casa-3-quartos-ipiranga-bairros-ribeirao-preto-com-garagem-136m2-venda-RS350000-id-2506998796/|350000.00|Ipiranga, Ribeirão Preto - SP|136|3|2|2|casa|Ipiranga|2573.53
2506999106|https://www.vivareal.com.br/imovel/casa-3-quartos-jardim-paulistano-bairros-ribeirao-preto-com-garagem-180m2-venda-RS532000-id-2506999106/|532000.00|Jardim Paulistano, Ribeirão Preto - SP|180|3|4|2|casa|Jardim Paulistano|2955.56
2506999280|https://www.vivareal.com.br/imovel/casa-3-quartos-planalto-verde-i-bairros-ribeirao-preto-com-garagem-111m2-venda-RS385000-id-2506999280/|385000.00|Planalto Verde I, Ribeirão Preto - SP|111|3|2|2|casa|Planalto Verde I|3468.47
2507413477|https://www.vivareal.com.br/imovel/casa-3-quartos-campos-eliseos-bairros-ribeirao-preto-com-garagem-93m2-venda-RS350000-id-2507413477/|350000.00|Campos Eliseos, Ribeirão Preto - SP|93|3|2|2|casa|Campos Eliseos|3763.44
2507559374|https://www.vivareal.com.br/imovel/casa-4-quartos-residencial-e-comercial-palmares-bairros-ribeirao-preto-com-garagem-269m2-venda-RS720000-id-2507559374/|720000.00|Residencial e Comercial Palmares, Ribeirão Preto - SP|269|4|4|5|casa|Residencial E Comercial Palmares|2676.58
2507774491|https://www.vivareal.com.br/imovel/casa-2-quartos-jardim-piratininga-bairros-ribeirao-preto-com-garagem-135m2-venda-RS320000-id-2507774491/|320000.00|Jardim Piratininga, Ribeirão Preto - SP|135|2|2|2|casa|Jardim Piratininga|2370.37
2508390936|https://www.vivareal.com.br/imovel/casa-6-quartos-jardim-antartica-bairros-ribeirao-preto-com-garagem-431m2-venda-RS650000-id-2508390936/|650000.00|Jardim Antartica, Ribeirão Preto - SP|431|6|3|5|casa|Jardim Antartica|1508.12
2508390940|https://www.vivareal.com.br/imovel/casa-3-quartos-jardim-itau-bairros-ribeirao-preto-com-garagem-69m2-venda-RS580000-id-2508390940/|580000.00|Jardim Itaú, Ribeirão Preto - SP|69|3|3|2|casa|Jardim Itaú|8405.80
